order_id,basket_size,promo_flag,store_format,high_margin
137,339.88,0,B,1
138,107.4,0,C,0
139,449.78,1,C,1
140,465.49,1,B,1
141,160.35,1,C,0
142,61.93,1,D,0
143,411.36,0,D,1
144,189.42,1,B,0
145,360.03,1,C,1
146,108.55,1,D,0
147,402.51,0,D,1
148,134.31,0,D,0
149,64.52,0,D,0
150,396.29,1,D,1
151,493.16,0,B,1
152,300.78,1,A,1
153,427.31,0,D,1
154,71.68,0,A,0
155,399.98,0,D,1
156,137.76,1,C,0
157,360.79,1,A,1
158,499.36,1,B,1
159,315.49,0,D,1
160,466.39,1,A,1
161,273.28,0,C,0
162,53.22,1,C,0
163,336.0,1,D,1
164,251.19,1,C,0
165,22.28,0,D,0
166,30.81,1,B,0
167,385.99,1,C,1
168,25.13,0,D,0
169,143.84,0,C,0
170,191.13,0,A,0
171,139.8,1,C,0
172,290.26,1,D,1
173,150.79,1,B,0
174,129.57,0,C,0
175,122.08,0,D,0
176,140.24,0,A,0
177,15.7,0,B,0
178,74.83,1,D,0
179,51.2,0,D,0
180,347.84,0,A,1
181,102.93,1,B,0
182,100.74,0,A,0
183,401.17,0,B,1
184,253.52,0,D,0
185,417.04,0,B,1
186,402.93,0,C,1
187,64.53,0,A,0
188,483.22,1,B,1
189,248.6,1,C,0
190,261.17,1,D,0
191,370.66,0,B,1
192,171.46,0,A,0
193,340.86,1,B,1
194,76.46,1,C,0
195,248.77,0,B,0
196,399.71,1,A,1
197,316.0,0,A,1
198,95.04,0,B,0
199,161.98,1,C,0
200,90.86,0,C,0
201,154.79,0,D,0
202,499.25,0,D,1
203,335.17,1,C,1
204,257.47,0,B,0
205,222.36,1,D,0
206,377.3,0,B,1
207,345.7,1,C,1
208,183.62,0,A,0
209,421.67,0,C,1
210,432.16,1,B,1
211,409.28,1,D,1
212,161.45,0,D,0
213,19.21,1,C,0
214,46.92,1,D,0
215,327.87,0,C,1
216,146.39,1,B,0
217,454.05,0,C,1
218,238.26,1,D,0
219,416.91,1,D,1
220,133.19,0,B,0
221,85.9,0,D,0
222,339.66,0,A,1
223,269.54,0,C,0
224,283.79,1,A,0
225,133.15,0,B,0
226,368.84,1,C,1
227,283.95,0,A,0
228,360.74,1,D,1
229,284.53,0,B,0
230,211.12,1,A,0
231,42.63,1,A,0
232,386.35,0,A,1
233,72.83,0,D,0
234,152.1,1,A,0
235,301.83,1,A,1
236,379.21,1,B,1
237,263.36,1,D,0
238,461.31,0,D,1
239,149.0,0,B,0
240,237.09,0,B,0
241,212.35,1,A,0
242,376.51,1,B,1
243,196.85,1,B,0
244,110.97,0,D,0
245,187.61,1,B,0
246,88.16,0,D,0
247,90.85,1,B,0
248,491.59,1,D,1
249,163.11,0,B,0
250,89.86,0,C,0
251,209.77,1,D,0
252,343.59,0,C,1
253,467.69,1,B,1
254,329.02,0,C,1
255,414.51,1,A,1
256,17.93,1,C,0
257,356.58,0,C,1
258,356.85,1,C,1
259,44.55,0,B,0
260,498.12,0,C,1
261,70.66,0,D,0
262,207.48,1,C,0
263,205.27,0,C,0
264,157.73,0,B,0
265,176.72,0,D,0
266,255.15,1,C,0
267,461.7,1,B,1
268,292.47,1,D,1
269,332.07,1,C,1
270,222.42,1,B,0
271,315.58,1,B,1
272,207.89,0,D,0
273,155.53,0,B,0
274,231.99,1,A,0
275,466.87,0,B,1
276,239.38,0,D,0
277,215.5,1,A,0
278,144.46,1,D,0
279,140.76,0,D,0
280,391.3,0,B,1
281,48.01,0,B,0
282,470.39,0,D,1
283,75.17,0,C,0
284,212.01,1,A,0
285,464.0,0,A,1
286,110.21,1,A,0
287,444.54,0,B,1
288,298.97,1,D,1
289,325.47,0,C,1
290,418.32,0,A,1
291,237.69,1,D,0
292,380.34,1,D,1
293,394.19,1,D,1
294,380.02,0,A,1
295,118.93,1,C,0
296,414.68,0,A,1
297,271.39,0,D,0
298,218.49,0,C,0
299,38.98,1,B,0
300,410.86,0,C,1
301,457.45,1,B,1
302,102.25,0,C,0
303,45.11,1,B,0
304,442.89,1,C,1
305,224.62,0,C,0
306,295.99,0,A,1
307,492.85,0,C,1
308,465.95,1,A,1
309,77.11,1,A,0
310,325.06,1,B,1
311,354.62,0,D,1
312,331.99,1,A,1
313,262.18,1,A,0
314,87.54,0,B,0
315,29.7,1,C,0
316,28.74,1,D,0
317,62.41,1,D,0
318,147.33,1,B,0
319,290.84,1,C,1
320,371.14,0,B,1
321,276.19,1,B,0
322,57.29,0,C,0
323,187.71,0,A,0
324,227.45,0,B,0
325,162.27,1,D,0
326,488.2,1,C,1
327,304.41,1,C,1
328,126.49,0,B,0
329,330.74,1,C,1
330,97.88,1,A,0
331,91.77,1,B,0
332,396.95,0,C,1
333,195.51,0,D,0
334,191.67,0,A,0
335,372.67,0,D,1
336,316.47,1,C,1
337,13.54,1,D,0
338,276.38,1,B,0
339,234.14,0,A,0
340,194.01,0,C,0
341,114.59,1,C,0
342,487.55,1,B,1
343,468.75,0,C,1
344,38.23,1,D,0
345,442.54,1,B,1
346,304.48,0,A,1
347,28.35,1,A,0
348,497.63,0,D,1
349,292.02,0,B,1
350,220.6,0,C,0
351,477.48,0,D,1
352,216.45,1,B,0
353,375.4,0,D,1
354,278.59,0,B,0
355,396.46,0,D,1
356,199.62,0,D,0
357,165.39,0,A,0
358,365.41,1,B,1
359,345.98,0,D,1
360,266.62,1,C,0
361,37.09,1,C,0
362,171.7,0,D,0
363,412.42,0,A,1
364,299.64,0,A,1
365,433.1,0,C,1
366,151.01,1,D,0
367,439.67,1,D,1
368,116.95,1,C,0
369,38.02,1,C,0
370,280.07,0,B,0
371,386.29,0,B,1
372,226.05,1,A,0
373,400.04,0,A,1
374,238.28,1,A,0
375,460.06,0,B,1
376,279.16,0,D,0
377,382.12,1,C,1
378,248.15,0,A,0
379,272.8,1,C,0
380,92.97,1,D,0
381,149.62,1,A,0
382,359.33,0,D,1
383,490.26,0,D,1
384,217.42,1,B,0
385,214.22,0,A,0
386,11.77,1,C,0
387,127.12,0,D,0
388,74.57,0,D,0
389,408.62,0,D,1
390,120.05,1,B,0
391,106.47,0,D,0
392,127.38,1,D,0
393,248.84,1,A,0
394,148.22,1,A,0
395,285.16,1,C,0
396,214.61,0,A,0
397,495.24,0,B,1
398,250.06,1,C,0
399,494.79,1,C,1
400,280.38,0,C,0
401,62.39,0,C,0
402,239.41,0,B,0
403,228.1,0,B,0
404,206.09,0,C,0
405,317.34,0,A,1
406,226.3,0,C,0
407,444.72,0,C,1
408,123.57,1,D,0
409,52.19,0,A,0
410,338.75,0,A,1
411,219.06,0,C,0
412,481.52,1,C,1
413,493.52,0,D,1
414,322.38,1,B,1
415,90.57,1,B,0
416,414.78,0,C,1
417,278.14,1,B,0
418,169.39,1,B,0
419,462.31,0,B,1
420,429.65,0,B,1
421,395.7,1,B,1
422,443.39,0,C,1
423,257.66,0,C,0
424,376.21,1,C,1
425,185.37,1,B,0
426,58.44,1,B,0
427,409.66,0,C,1
428,57.07,1,C,0
429,213.07,0,A,0
430,125.15,1,D,0
431,364.84,1,D,1
432,362.7,1,C,1
433,81.17,0,A,0
434,412.62,0,C,1
435,483.06,0,B,1
436,21.25,0,C,0
437,184.57,0,C,0
438,356.46,1,C,1
439,14.22,1,B,0
440,39.56,0,D,0
441,383.22,0,B,1
442,481.41,0,B,1
443,321.53,0,B,1
444,343.2,0,C,1
445,43.41,1,B,0
446,457.14,0,C,1
447,254.59,0,B,0
448,444.42,0,A,1
449,325.64,1,B,1
450,47.89,0,B,0
451,326.51,0,A,1
452,358.24,0,B,1
453,206.75,1,A,0
454,20.93,0,D,0
455,143.73,0,D,0
456,192.5,0,A,0
457,358.31,0,B,1
458,424.25,1,C,1
459,204.07,0,B,0
460,306.66,0,B,1
461,246.91,1,D,0
462,74.79,1,C,0
463,496.74,1,C,1
464,316.19,1,A,1
465,45.49,1,B,0
466,422.3,1,D,1
467,279.76,0,A,0
468,128.56,0,A,0
469,474.86,1,D,1
470,319.38,0,B,1
471,63.77,1,B,0
472,418.8,1,A,1
473,162.68,0,C,0
474,318.73,1,B,1
475,50.92,1,A,0
476,422.68,0,B,1
477,329.87,0,C,1
478,488.96,0,D,1
479,107.45,0,C,0
480,358.43,1,B,1
481,446.65,1,B,1
482,206.56,0,D,0
483,97.12,0,B,0
484,264.49,1,D,0
485,429.34,0,D,1
486,423.37,1,D,1
487,369.26,1,D,1
488,226.57,0,D,0
489,89.06,1,C,0
490,65.23,0,A,0
491,353.69,0,B,1
492,132.45,1,B,0
493,103.22,0,C,0
494,455.06,1,A,1
495,124.98,1,A,0
496,254.6,1,D,0
497,499.45,0,A,1
498,37.03,0,C,0
499,177.08,0,D,0
500,259.67,1,B,0
501,182.48,1,A,0
502,340.09,1,C,1
503,256.16,0,B,0
504,188.34,0,D,0
505,23.51,1,A,0
506,441.15,0,A,1
507,120.19,1,D,0
508,180.71,1,A,0
509,262.44,0,D,0
510,285.44,1,B,1
511,284.0,0,A,0
512,287.76,0,B,1
513,182.95,0,C,0
514,155.89,0,C,0
515,288.65,0,B,1
516,379.99,0,B,1
517,249.47,1,C,0
518,28.4,1,B,0
519,144.77,0,B,0
520,297.06,1,B,1
521,203.14,0,A,0
522,417.68,1,B,1
523,152.19,1,A,0
524,235.79,0,D,0
525,297.48,1,D,1
526,476.74,1,A,1
527,266.42,1,D,0
528,256.26,1,B,0
529,123.34,0,A,0
530,185.16,0,C,0
531,230.2,0,C,0
532,453.79,0,D,1
533,484.13,1,C,1
534,237.13,0,A,0
535,17.33,1,B,0
536,149.94,1,C,0
537,78.63,1,A,0
538,22.16,0,D,0
539,163.37,0,C,0
540,16.27,0,C,0
541,165.52,0,B,0
542,115.82,1,B,0
543,425.61,0,C,1
544,185.21,0,D,0
545,427.16,1,A,1
546,284.78,0,D,0
547,375.66,1,C,1
548,314.15,1,D,1
549,193.05,0,D,0
550,407.01,1,D,1
551,478.39,1,B,1
552,470.08,0,B,1
553,22.08,1,A,0
554,98.46,0,D,0
555,206.0,0,C,0
556,393.14,0,C,1
557,221.94,1,D,0
558,460.21,1,C,1
559,204.66,0,C,0
560,193.16,1,C,0
561,191.68,1,A,0
562,365.03,1,A,1
563,205.09,1,B,0
564,453.93,1,A,1
565,498.1,0,D,1
566,194.98,1,A,0
567,209.71,1,A,0
568,457.91,1,A,1
569,294.08,0,C,1
570,355.0,0,B,1
571,323.99,0,B,1
572,186.99,0,D,0
573,303.13,1,C,1
574,171.18,0,B,0
575,58.17,0,C,0
576,208.02,0,C,0
577,431.45,0,B,1
578,229.22,1,C,0
579,327.73,0,A,1
580,116.47,0,D,0
581,100.64,0,A,0
582,82.9,0,D,0
583,370.92,0,D,1
584,297.92,0,C,1
585,264.25,0,A,0
586,249.06,1,B,0
587,410.31,1,B,1
588,282.67,0,C,0
589,256.79,0,A,0
590,79.56,0,B,0
591,171.54,0,D,0
592,496.5,0,B,1
593,151.49,1,A,0
594,371.22,0,B,1
595,247.58,1,D,0
596,419.87,0,D,1
597,125.02,0,B,0
598,435.86,0,D,1
599,34.56,1,D,0
600,325.78,0,B,1
601,426.33,1,D,1
602,215.05,1,B,0
603,250.9,1,D,0
604,445.29,0,A,1
605,372.79,1,B,1
606,481.73,0,C,1
607,253.42,1,A,0
608,49.32,1,B,0
609,281.82,1,C,0
610,330.39,1,B,1
611,410.77,1,A,1
612,441.03,1,B,1
613,408.13,1,D,1
614,229.23,1,A,0
615,316.55,1,B,1
616,377.67,0,A,1
617,156.77,1,B,0
618,46.54,0,D,0
619,406.19,0,D,1
620,332.87,0,D,1
621,173.84,1,C,0
622,217.27,1,B,0
623,400.26,1,C,1
624,345.69,0,D,1
625,182.26,0,A,0
626,19.8,1,A,0
627,122.87,0,D,0
628,123.85,1,B,0
629,165.9,0,B,0
630,94.39,1,B,0
631,33.42,0,D,0
632,242.82,1,D,0
633,93.79,1,A,0
634,487.1,0,B,1
635,150.97,0,A,0
636,234.29,1,B,0
637,350.4,0,D,1
638,353.6,1,C,1
639,471.89,0,C,1
640,194.32,1,D,0
641,149.73,1,D,0
642,461.91,1,A,1
643,339.96,0,A,1
644,39.59,0,A,0
645,449.99,0,A,1
646,213.02,1,C,0
647,466.45,0,D,1
648,331.68,1,D,1
649,164.42,0,C,0
650,281.68,1,B,0
651,230.89,1,D,0
652,453.7,0,D,1
653,423.48,1,C,1
654,281.27,1,B,0
655,72.18,0,A,0
656,236.13,0,B,0
657,171.3,0,D,0
658,233.87,1,C,0
659,425.26,0,C,1
660,114.18,0,C,0
661,219.48,1,D,0
662,242.13,1,D,0
663,456.84,1,A,1
664,42.67,0,D,0
665,308.24,1,C,1
666,15.32,0,B,0
667,216.64,1,B,0
668,399.91,1,C,1
669,129.25,1,A,0
670,420.98,1,C,1
671,241.65,0,D,0
672,247.46,0,C,0
673,88.58,0,D,0
674,31.32,1,A,0
675,186.98,0,B,0
676,213.74,1,A,0
677,225.97,1,D,0
678,411.49,0,D,1
679,305.62,0,B,1
680,174.03,1,A,0
681,68.97,0,B,0
682,95.64,0,A,0
683,40.6,0,C,0
684,257.91,0,C,0
685,477.01,0,D,1
686,295.65,0,C,1
687,309.74,1,C,1
688,481.97,0,B,1
689,260.86,1,B,0
690,152.48,1,A,0
691,248.5,0,B,0
692,169.58,1,A,0
693,465.72,0,D,1
694,470.87,1,B,1
695,387.38,1,C,1
696,431.45,1,A,1
697,383.09,1,B,1
698,133.44,0,D,0
699,169.35,0,D,0
700,38.94,1,D,0
701,319.8,0,B,1
702,472.5,0,C,1
703,220.37,0,D,0
704,427.97,0,C,1
705,335.06,0,C,1
706,308.86,1,C,1
707,281.77,1,D,0
708,392.08,1,B,1
709,438.86,0,B,1
710,492.22,1,B,1
711,229.73,1,A,0
712,458.67,1,D,1
713,309.04,0,C,1
714,130.45,0,C,0
715,165.46,0,B,0
716,220.21,0,D,0
717,307.58,1,A,1
718,185.7,0,C,0
719,474.43,1,C,1
720,434.21,1,D,1
721,44.79,0,D,0
722,384.96,1,D,1
723,43.24,1,C,0
724,363.7,1,B,1
725,90.62,0,A,0
726,29.61,0,C,0
727,426.02,0,D,1
728,380.02,0,A,1
729,58.42,0,B,0
730,452.22,0,C,1
731,34.77,0,A,0
732,421.18,1,D,1
733,303.3,1,A,1
734,320.21,1,A,1
735,42.19,0,C,0
736,391.0,1,B,1
737,265.26,1,C,0
738,283.06,0,A,0
739,90.89,0,C,0
740,111.54,1,C,0
741,233.65,0,A,0
742,430.7,1,B,1
743,32.44,1,C,0
744,206.69,1,C,0
745,233.93,0,C,0
746,368.17,1,A,1
747,230.15,1,B,0
748,16.47,0,A,0
749,221.75,0,A,0
750,346.96,1,A,1
751,396.22,0,B,1
752,83.29,0,C,0
753,160.83,0,C,0
754,300.71,0,B,1
755,475.26,0,A,1
756,334.96,1,B,1
757,494.81,0,B,1
758,222.82,0,C,0
759,450.18,0,C,1
760,120.32,1,D,0
761,200.99,1,A,0
762,424.51,1,D,1
763,311.52,1,D,1
764,130.12,0,C,0
765,445.15,0,B,1
766,327.29,0,A,1
767,18.0,0,D,0
768,248.85,0,A,0
769,20.54,0,C,0
770,442.8,1,C,1
771,210.59,0,B,0
772,346.47,0,B,1
773,129.63,1,A,0
774,190.3,0,C,0
775,182.64,1,A,0
776,291.2,0,D,1
777,350.34,1,A,1
778,65.93,1,C,0
779,28.74,0,B,0
780,81.09,1,B,0
781,113.04,1,A,0
782,172.14,0,B,0
783,410.95,0,D,1
784,465.58,1,C,1
785,314.2,1,D,1
786,196.72,0,D,0
787,432.46,1,C,1
788,192.48,0,D,0
789,365.53,1,C,1
790,177.03,1,A,0
791,464.82,0,D,1
792,427.77,1,C,1
793,360.52,0,D,1
794,461.74,1,C,1
795,42.23,1,C,0
796,227.27,0,C,0
797,133.06,1,A,0
798,456.24,0,C,1
799,379.59,1,C,1
800,82.57,1,A,0
801,60.08,1,D,0
802,440.21,1,D,1
803,486.09,0,A,1
804,466.73,0,D,1
805,315.89,1,B,1
806,13.09,1,A,0
807,66.54,1,B,0
808,318.0,1,C,1
809,186.77,0,B,0
810,191.53,1,B,0
811,402.28,1,D,1
812,336.25,0,C,1
813,158.29,1,D,0
814,325.54,0,A,1
815,273.85,1,A,0
816,68.9,1,D,0
817,191.1,0,D,0
818,466.66,0,D,1
819,46.14,1,D,0
820,465.61,1,D,1
821,344.52,0,A,1
822,209.09,0,A,0
823,301.44,0,B,1
824,399.98,1,D,1
825,202.0,0,B,0
826,174.11,1,A,0
827,326.37,1,B,1
828,128.41,1,D,0
829,346.17,0,A,1
830,32.35,1,C,0
831,120.48,0,B,0
832,45.08,0,D,0
833,163.41,1,A,0
834,168.54,1,D,0
835,14.17,1,A,0
836,56.72,1,B,0
837,337.22,1,A,1
838,394.5,1,A,1
839,123.51,1,C,0
840,297.33,0,A,1
841,120.36,1,B,0
842,192.62,0,A,0
843,205.74,0,A,0
844,484.75,1,C,1
845,301.84,1,B,1
846,166.24,0,A,0
847,67.46,1,C,0
848,61.36,1,C,0
849,300.56,1,D,1
850,93.89,1,A,0
851,313.54,1,A,1
852,174.73,1,B,0
853,254.17,1,A,0
854,176.57,0,D,0
855,449.04,0,C,1
856,158.36,1,B,0
857,293.08,0,B,1
858,145.36,1,A,0
859,263.61,0,A,0
860,169.48,1,A,0
861,359.42,0,C,1
862,125.02,1,A,0
863,123.0,1,A,0
864,148.65,1,A,0
865,294.21,1,A,1
866,175.55,1,D,0
867,154.01,0,C,0
868,47.12,0,D,0
869,12.97,1,A,0
870,237.51,0,A,0
871,179.63,1,C,0
872,15.84,1,A,0
873,181.38,1,B,0
874,13.75,0,C,0
875,238.35,1,D,0
876,301.2,0,D,1
877,124.23,1,B,0
878,307.04,1,C,1
879,435.22,0,A,1
880,251.23,0,D,0
881,401.78,1,A,1
882,450.49,0,D,1
883,79.95,1,A,0
884,218.52,0,D,0
885,304.13,1,D,1
886,403.16,0,A,1
887,169.63,0,C,0
888,75.69,1,C,0
889,275.05,0,D,0
890,247.01,0,D,0
891,120.07,1,C,0
892,93.06,0,B,0
893,482.54,1,C,1
894,349.84,1,A,1
895,283.08,1,D,0
896,393.74,0,B,1
897,119.57,1,C,0
898,448.98,1,C,1
899,372.19,0,A,1
900,205.4,0,B,0
901,30.44,1,B,0
902,271.72,1,A,0
903,342.4,1,B,1
904,342.5,0,B,1
905,438.54,1,B,1
906,188.16,1,A,0
907,310.94,0,D,1
908,95.77,0,C,0
909,491.3,1,C,1
910,186.87,1,D,0
911,291.71,1,D,1
912,208.59,1,D,0
913,439.75,1,B,1
914,170.48,0,D,0
915,434.34,1,B,1
916,157.29,0,B,0
917,489.34,0,A,1
918,317.99,0,B,1
919,356.33,0,D,1
920,44.82,1,D,0
921,17.27,1,C,0
922,484.35,0,A,1
923,109.39,0,A,0
924,291.68,1,D,1
925,441.91,1,C,1
926,299.45,1,A,1
927,298.95,1,A,1
928,207.6,0,D,0
929,155.5,1,C,0
930,97.88,1,D,0
931,413.44,1,A,1
932,323.13,0,A,1
933,489.29,0,C,1
934,336.78,0,A,1
935,92.25,0,D,0
936,415.15,1,D,1
937,452.62,0,D,1
938,175.67,0,A,0
939,376.98,1,A,1
940,231.81,0,A,0
941,355.71,1,B,1
942,302.09,1,A,1
943,482.57,0,A,1
944,432.72,0,B,1
945,190.16,1,A,0
946,80.09,0,A,0
947,371.7,0,D,1
948,112.55,1,B,0
949,389.04,0,D,1
950,421.18,1,B,1
951,280.97,1,A,0
952,470.22,1,B,1
953,340.2,1,A,1
954,279.12,0,B,0
955,462.31,1,B,1
956,339.41,0,D,1
957,452.48,0,B,1
958,49.25,1,A,0
959,327.18,1,A,1
960,328.91,1,C,1
961,63.7,0,D,0
962,233.91,0,C,0
963,297.25,0,A,1
964,458.38,1,C,1
965,447.78,1,C,1
966,162.81,0,B,0
967,304.58,1,A,1
968,220.09,0,C,0
969,119.43,1,B,0
970,263.65,0,A,0
971,49.88,0,C,0
972,321.62,0,D,1
973,321.32,0,D,1
974,130.23,1,C,0
975,411.77,1,B,1
976,328.73,0,D,1
977,224.02,1,B,0
978,483.67,0,A,1
979,408.43,1,C,1
980,236.49,1,D,0
981,82.78,0,B,0
982,59.09,1,C,0
983,51.81,1,A,0
984,338.61,1,A,1
985,433.08,0,C,1
986,240.84,0,A,0
987,297.68,1,A,1
988,16.59,0,C,0
989,180.6,1,C,0
990,104.52,1,C,0
991,81.31,0,D,0
992,228.63,1,B,0
993,497.57,0,B,1
994,340.03,1,C,1
995,90.29,0,B,0
996,405.06,1,D,1
997,405.62,0,C,1
998,368.91,0,B,1
999,341.42,1,A,1
1000,388.04,1,C,1
1001,381.26,1,D,1
1002,100.2,0,B,0
1003,123.1,1,A,0
1004,51.28,0,C,0
1005,266.66,0,A,0
1006,477.85,1,A,1
1007,409.55,0,B,1
1008,23.17,0,B,0
1009,146.16,0,B,0
1010,163.0,0,B,0
1011,444.8,0,A,1
1012,499.95,1,C,1
1013,371.14,0,C,1
1014,194.28,0,D,0
1015,212.92,1,B,0
1016,234.88,0,A,0
1017,477.69,1,A,1
1018,195.99,1,A,0
1019,412.26,1,A,1
1020,130.06,1,D,0
1021,48.38,0,A,0
1022,213.81,0,B,0
1023,456.77,0,B,1
1024,179.58,0,C,0
1025,310.27,1,C,1
1026,146.76,0,D,0
1027,197.04,0,C,0
1028,126.9,1,B,0
1029,252.96,0,C,0
1030,398.06,0,A,1
1031,70.75,0,B,0
1032,56.53,1,B,0
1033,145.89,1,C,0
1034,165.06,0,C,0
1035,231.07,1,D,0
1036,115.23,1,C,0
1037,45.74,0,C,0
1038,32.39,1,D,0
1039,446.46,0,D,1
1040,385.53,1,D,1
1041,84.61,0,C,0
1042,363.17,1,B,1
1043,495.27,0,A,1
1044,382.4,1,C,1
1045,210.44,0,C,0
1046,230.68,0,C,0
1047,141.86,0,D,0
1048,473.19,0,D,1
1049,334.12,1,D,1
1050,292.94,0,C,1
1051,271.26,0,C,0
1052,147.06,0,C,0
1053,108.95,1,A,0
1054,495.0,1,C,1
1055,361.89,0,D,1
1056,469.63,0,C,1
1057,122.87,1,A,0
1058,445.47,1,D,1
1059,170.75,0,B,0
1060,492.95,0,A,1
1061,471.95,0,C,1
1062,52.19,1,B,0
1063,91.18,1,A,0
1064,245.14,1,B,0
1065,248.28,1,D,0
1066,425.08,0,B,1
1067,48.37,1,B,0
1068,286.6,1,A,1
1069,90.44,0,B,0
1070,134.18,1,D,0
1071,37.93,1,B,0
1072,387.52,0,C,1
1073,372.8,1,B,1
1074,316.22,1,B,1
1075,486.21,0,D,1
1076,258.21,1,B,0
1077,46.58,1,B,0
1078,432.02,1,B,1
1079,102.12,0,D,0
1080,62.85,0,D,0
1081,293.9,1,D,1
1082,426.89,1,B,1
1083,286.57,0,A,0
1084,223.87,1,A,0
1085,78.23,0,A,0
1086,65.72,0,B,0
1087,462.02,1,D,1
1088,87.05,1,C,0
1089,489.98,0,A,1
1090,444.1,0,B,1
1091,480.62,0,C,1
1092,259.29,1,D,0
1093,334.88,1,B,1
1094,398.75,0,A,1
1095,180.29,1,B,0
1096,402.83,1,C,1
1097,130.35,0,A,0
1098,129.59,1,D,0
1099,363.04,0,B,1
1100,407.4,1,A,1
1101,339.75,0,C,1
1102,342.03,0,B,1
1103,402.8,1,A,1
1104,417.3,0,C,1
1105,296.32,0,B,1
1106,445.74,1,A,1
1107,366.97,1,A,1
1108,410.74,1,C,1
1109,113.38,0,C,0
1110,33.17,1,C,0
1111,72.27,0,D,0
1112,360.54,1,C,1
1113,315.49,1,A,1
1114,75.2,1,B,0
1115,40.44,0,C,0
1116,481.9,1,A,1
1117,40.87,1,B,0
1118,472.21,0,A,1
1119,357.11,1,B,1
1120,382.41,0,C,1
1121,357.51,1,B,1
1122,300.24,1,B,1
1123,225.8,0,D,0
1124,482.48,0,D,1
1125,13.94,0,D,0
1126,114.5,0,B,0
1127,324.22,1,C,1
1128,410.87,1,D,1
1129,319.65,0,D,1
1130,117.94,0,D,0
1131,187.54,0,C,0
1132,438.41,0,A,1
1133,491.89,1,D,1
1134,463.46,1,D,1
1135,42.25,0,D,0
1136,77.64,1,D,0
1137,348.79,0,C,1
1138,146.8,1,B,0
1139,43.05,0,D,0
1140,406.89,1,D,1
1141,426.99,0,B,1
1142,378.81,0,A,1
1143,98.51,0,B,0
1144,374.59,1,D,1
1145,233.35,0,A,0
1146,294.78,0,B,1
1147,443.3,1,C,1
1148,235.72,1,A,0
1149,280.54,1,A,0
1150,15.69,1,D,0
